"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"ModalChorus: Visual Probing and Alignment of Multi-Modal Embeddings via Modal Fusion Map","Y. Ye; S. Xiao; X. Zeng; W. Zeng","Hong Kong University of Science and Technology, Hong Kong; Hong Kong University of Science and Technology (Guangzhou), Guangzhou, Hong Kong; Hong Kong University of Science and Technology (Guangzhou), Guangzhou, Hong Kong; Hong Kong University of Science and Technology, Hong Kong",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","294","304","Multi-modal embeddings form the foundation for vision-language models, such as CLIP embeddings, the most widely used text-image embeddings. However, these embeddings are vulnerable to subtle misalignment of cross-modal features, resulting in decreased model performance and diminished generalization. To address this problem, we design ModalChorus, an interactive system for visual probing and alignment of multi-modal embeddings. ModalChorus primarily offers a two-stage process: 1) embedding probing with Modal Fusion Map (MFM), a novel parametric dimensionality reduction method that integrates both metric and nonmetric objectives to enhance modality fusion; and 2) embedding alignment that allows users to interactively articulate intentions for both point-set and set-set alignments. Quantitative and qualitative comparisons for CLIP embeddings with existing dimensionality reduction (e.g., t-SNE and MDS) and data fusion (e.g., data context map) methods demonstrate the advantages of MFM in showcasing cross-modal features over common vision-language datasets. Case studies reveal that ModalChorus can facilitate intuitive discovery of misalignment and efficient re-alignment in scenarios ranging from zero-shot classification to cross-modal retrieval and generation.","1941-0506","","10.1109/TVCG.2024.3456387","National Natural Science Foundation of China(grant numbers:62172398); Guangzhou Basic and Applied Basic Research Foundation(grant numbers:2024A04J6462,2023A03J0142); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10669771","Multi-modal embeddings;dimensionality reduction;data fusion;interactive alignment","Bridges;Visualization;Data visualization;Dimensionality reduction;Data models;Context modeling;Vectors","","","","80","IEEE","9 Sep 2024","","","IEEE","IEEE Journals"
"A Large-Scale Sensitivity Analysis on Latent Embeddings and Dimensionality Reductions for Text Spatializations","D. Atzberger; T. Cech; W. Scheibel; J. Döllner; M. Behrisch; T. Schreck","Digital Engineering Faculty, University of Potsdam, Hasso Plattner Institute, Germany; Digital Engineering Faculty, University of Potsdam, Hasso Plattner Institute, Germany; Digital Engineering Faculty, University of Potsdam, Hasso Plattner Institute, Germany; Digital Engineering Faculty, University of Potsdam, Hasso Plattner Institute, Germany; Utrecht University, Netherlands; Graz University of Technology, Austria",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","305","315","The semantic similarity between documents of a text corpus can be visualized using map-like metaphors based on two-dimensional scatterplot layouts. These layouts result from a dimensionality reduction on the document-term matrix or a representation within a latent embedding, including topic models. Thereby, the resulting layout depends on the input data and hyperparameters of the dimensionality reduction and is therefore affected by changes in them. Furthermore, the resulting layout is affected by changes in the input data and hyperparameters of the dimensionality reduction. However, such changes to the layout require additional cognitive efforts from the user. In this work, we present a sensitivity study that analyzes the stability of these layouts concerning (1) changes in the text corpora, (2) changes in the hyperparameter, and (3) randomness in the initialization. Our approach has two stages: data measurement and data analysis. First, we derived layouts for the combination of three text corpora and six text embeddings and a grid-search-inspired hyperparameter selection of the dimensionality reductions. Afterward, we quantified the similarity of the layouts through ten metrics, concerning local and global structures and class separation. Second, we analyzed the resulting 42 817 tabular data points in a descriptive statistical analysis. From this, we derived guidelines for informed decisions on the layout algorithm and highlight specific hyperparameter settings. We provide our implementation as a Git repository at hpicgs/Topic-Models-and-Dimensionality-Reduction-Sensitivity-Study and results as Zenodo archive at DOI:10.5281/zenodo.12772898.","1941-0506","","10.1109/TVCG.2024.3456308","Federal Ministry of Education and Research, Germany(grant numbers:01IS22062); Federal Ministry for Economic Affairs and Climate Action of Germany(grant numbers:16KN086467); Austrian Research Promotion Agency (FFG)(grant numbers:FO999899544); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10681542","Text spatializations;text embeddings;topic modeling;dimensionality reductions;stability;benchmarking","Dimensionality reduction;Data analysis;Statistical analysis;Sensitivity analysis;Layout;Semantics;Data visualization;Power system stability;Stability analysis;Guidelines","","","","81","IEEE","17 Sep 2024","","","IEEE","IEEE Journals"
"PUREsuggest: Citation-Based Literature Search and Visual Exploration with Keyword-Controlled Rankings","F. Beck","University of Bamberg, Germany",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","316","326","Citations allow quickly identifying related research. If multiple publications are selected as seeds, specific suggestions for related literature can be made based on the number of incoming and outgoing citation links to this selection. Interactively adding recommended publications to the selection refines the next suggestion and incrementally builds a relevant collection of publications. Following this approach, the paper presents a search and foraging approach, PUREsuggest, which combines citation-based suggestions with augmented visualizations of the citation network. The focus and novelty of the approach is, first, the transparency of how the rankings are explained visually and, second, that the process can be steered through user-defined keywords, which reflect topics of interests. The system can be used to build new literature collections, to update and assess existing ones, as well as to use the collected literature for identifying relevant experts in the field. We evaluated the recommendation approach through simulated sessions and performed a user study investigating search strategies and usage patterns supported by the interface.","1941-0506","","10.1109/TVCG.2024.3456199","University of Bamberg; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10670434","Scientific literature search;citation network visualization;visual recommender system","Visualization;Data visualization;Keyword search;Visual analytics;Switches;Search problems;Reviews","","","","62","IEEE","10 Sep 2024","","","IEEE","IEEE Journals"
"Mixing Linters with GUIs: A Color Palette Design Probe","A. McNutt; M. C. Stone; J. Heer","Universities of Washington and Utah, USA; University of Washington, USA; University of Washington, USA",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","327","337","Visualization linters are end-user facing evaluators that automatically identify potential chart issues. These spell-checker like systems offer a blend of interpretability and customization that is not found in other forms of automated assistance. However, existing linters do not model context and have primarily targeted users who do not need assistance, resulting in obvious—even annoying—advice. We investigate these issues within the domain of color palette design, which serves as a microcosm of visualization design concerns. We contribute a GUI-based color palette linter as a design probe that covers perception, accessibility, context, and other design criteria, and use it to explore visual explanations, integrated fixes, and user defined linting rules. Through a formative interview study and theory-driven analysis, we find that linters can be meaningfully integrated into graphical contexts thereby addressing many of their core issues. We discuss implications for integrating linters into visualization tools, developing improved assertion languages, and supporting end-user tunable advice—all laying the groundwork for more effective visualization linters in any context.","1941-0506","","10.1109/TVCG.2024.3456317","Moore Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10675731","Linters;Color Palette Design;Design Probe;Reflection","Visualization;Color;Reactive power;Geology;Shape measurement;Q measurement;Probes","","","","93","IEEE","11 Sep 2024","","","IEEE","IEEE Journals"
"Dynamic Color Assignment for Hierarchical Data","J. Chen; W. Yang; Z. Jia; L. Xiao; S. Liu","School of Software, BNRist, Tsinghua University, China; School of Software, BNRist, Tsinghua University, China; School of Software, BNRist, Tsinghua University, China; School of Software, BNRist, Tsinghua University, China; School of Software, BNRist, Tsinghua University, China",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","338","348","Assigning discriminable and harmonic colors to samples according to their class labels and spatial distribution can generate attractive visualizations and facilitate data exploration. However, as the number of classes increases, it is challenging to generate a high-quality color assignment result that accommodates all classes simultaneously. A practical solution is to organize classes into a hierarchy and then dynamically assign colors during exploration. However, existing color assignment methods fall short in generating high-quality color assignment results and dynamically aligning them with hierarchical structures. To address this issue, we develop a dynamic color assignment method for hierarchical data, which is formulated as a multi-objective optimization problem. This method simultaneously considers color discriminability, color harmony, and spatial distribution at each hierarchical level. By using the colors of parent classes to guide the color assignment of their child classes, our method further promotes both consistency and clarity across hierarchical levels. We demonstrate the effectiveness of our method in generating dynamic color assignment results with quantitative experiments and a user study.","1941-0506","","10.1109/TVCG.2024.3456386","National Natural Science Foundation of China(grant numbers:U21A20469,61936002); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10669934","Color assignment;Hierarchical Visualization;Discriminability;Harmony","Image color analysis;Color;Graphical models;Distribution functions;Optimization;Interviews;Data visualization","","","","77","IEEE","9 Sep 2024","","","IEEE","IEEE Journals"
"Shape It Up: An Empirically Grounded Approach for Designing Shape Palettes","C. Tseng; A. Z. Wang; G. J. Quadri; D. A. Szafir","University of North Carolina, Chapel Hill, USA; University of North Carolina, Chapel Hill, USA; University of Oklahoma and University of North Carolina, Chapel Hill, USA; University of North Carolina, Chapel Hill, USA",IEEE Transactions on Visualization and Computer Graphics,"28 Nov 2024","2025","31","1","349","359","Shape is commonly used to distinguish between categories in multi-class scatterplots. However, existing guidelines for choosing effective shape palettes rely largely on intuition and do not consider how these needs may change as the number of categories increases. Unlike color, shapes can not be represented by a numerical space, making it difficult to propose general guidelines or design heuristics for using shape effectively. This paper presents a series of four experiments evaluating the efficiency of 39 shapes across three tasks: relative mean judgment tasks, expert preference, and correlation estimation. Our results show that conventional means for reasoning about shapes, such as filled versus unfilled, are insufficient to inform effective palette design. Further, even expert palettes vary significantly in their use of shape and corresponding effectiveness. To support effective shape palette design, we developed a model based on pairwise relations between shapes in our experiments and the number of shapes required for a given design. We embed this model in a palette design tool to give designers agency over shape selection while incorporating empirical elements of perceptual performance captured in our study. Our model advances understanding of shape perception in visualization contexts and provides practical design guidelines that can help improve categorical data encodings.","1941-0506","","10.1109/TVCG.2024.3456385","National Science Foundation(grant numbers:2127309,IIS-2046725,IIS-1764089); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10681156","Categorical perception;shape perception;multiclass scatterplots;visualization effectiveness;quantitative study","Shape;Image color analysis;Data visualization;Visualization;Encoding;Data models;Guidelines","","","","67","IEEE","16 Sep 2024","","","IEEE","IEEE Journals"
"A Qualitative Analysis of Common Practices in Annotations: A Taxonomy and Design Space","M. D. Rahman; G. J. Quadri; B. Doppalapudi; D. A. Szafir; P. Rosen","University of Utah, USA; University of Oklahoma, USA; University of South Florida, USA; University of North Carolina at Chapel Hill, USA; University of Utah, USA",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","360","370","Annotations play a vital role in highlighting critical aspects of visualizations, aiding in data externalization and exploration, collaborative sensemaking, and visual storytelling. However, despite their widespread use, we identified a lack of a design space for common practices for annotations. In this paper, we evaluated over 1,800 static annotated charts to understand how people annotate visualizations in practice. Through qualitative coding of these diverse real-world annotated charts, we explored three primary aspects of annotation usage patterns: analytic purposes for chart annotations (e.g., present, identify, summarize, or compare data features), mechanisms for chart annotations (e.g., types and combinations of annotations used, frequency of different annotation types across chart types, etc.), and the data source used to generate the annotations. We then synthesized our findings into a design space of annotations, highlighting key design choices for chart annotations. We presented three case studies illustrating our design space as a practical framework for chart annotations to enhance the communication of visualization insights. All supplemental materials are available at https://shorturl.at/bAGM1.","1941-0506","","10.1109/TVCG.2024.3456359","NSF(grant numbers:IIS-2316496,DUE-2216227,CNS-2127309); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10670067","Annotations;visualizations;qualitative study;design space;taxonomy","Annotations;Data visualization;Connectors;Visualization;Collaboration;Image color analysis;Electronic mail","","1","","91","IEEE","9 Sep 2024","","","IEEE","IEEE Journals"
"The Language of Infographics: Toward Understanding Conceptual Metaphor Use in Scientific Storytelling","H. Pokojná; T. Isenberg; S. Bruckner; B. Kozlíková; L. Garrison","Visitlab, Faculty of Informatics, Masaryk University, Czech Republic; CNRS, Inria, LISN, Inria, Université Paris-Saclay, France; Institute for Visual and Analytic Computing, University of Rostock, Germany; Visitlab, Faculty of Informatics, Masaryk University, Czech Republic; Department of Informatics & Mohn Medical Imaging and Visualization Centre, Department of Radiology, Haukeland University Hospital, University of Bergen, Norway",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","371","381","We apply an approach from cognitive linguistics by mapping Conceptual Metaphor Theory (CMT) to the visualization domain to address patterns of visual conceptual metaphors that are often used in science infographics. Metaphors play an essential part in visual communication and are frequently employed to explain complex concepts. However, their use is often based on intuition, rather than following a formal process. At present, we lack tools and language for understanding and describing metaphor use in visualization to the extent where taxonomy and grammar could guide the creation of visual components, e.g., infographics. Our classification of the visual conceptual mappings within scientific representations is based on the breakdown of visual components in existing scientific infographics. We demonstrate the development of this mapping through a detailed analysis of data collected from four domains (biomedicine, climate, space, and anthropology) that represent a diverse range of visual conceptual metaphors used in the visual communication of science. This work allows us to identify patterns of visual conceptual metaphor use within the domains, resolve ambiguities about why specific conceptual metaphors are used, and develop a better overall understanding of visual metaphor use in scientific infographics. Our analysis shows that ontological and orientational conceptual metaphors are the most widely applied to translate complex scientific concepts. To support our findings we developed a visual exploratory tool based on the collected database that places the individual infographics on a spatio-temporal scale and illustrates the breakdown of visual conceptual metaphors.","1941-0506","","10.1109/TVCG.2024.3456327","University of Bergen; Trond Mohn Foundation in Bergen; Visualizing Data Science for Large Scale Hypothesis Management in Imaging Biomarker Discovery (VIDI) Project(grant numbers:813558); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10682437","Visualization;visual metaphors;science communication;conceptual metaphors;visual communication","Visualization;Linguistics;Libraries;Biomedical imaging;Visual communication;Uncertainty;Shape","","","","92","IEEE","17 Sep 2024","","","IEEE","IEEE Journals"
"From Instruction to Insight: Exploring the Functional and Semantic Roles of Text in Interactive Dashboards","N. Sultanum; V. Setlur","Tableau Research, US; Tableau Research, US",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","382","392","There is increased interest in understanding the interplay between text and visuals in the field of data visualization. However, this attention has predominantly been on the use of text in standalone visualizations (such as text annotation overlays) or augmenting text stories supported by a series of independent views. In this paper, we shift from the traditional focus on single-chart annotations to characterize the nuanced but crucial communication role of text in the complex environment of interactive dashboards. Through a survey and analysis of 190 dashboards in the wild, plus 13 expert interview sessions with experienced dashboard authors, we highlight the distinctive nature of text as an integral component of the dashboard experience, while delving into the categories, semantic levels, and functional roles of text, and exploring how these text elements are coalesced by dashboard authors to guide and inform dashboard users. Our contributions are threefold. First, we distill qualitative and quantitative findings from our studies to characterize current practices of text use in dashboards, including a categorization of text-based components and design patterns. Second, we leverage current practices and existing literature to propose, discuss, and validate recommended practices for text in dashboards, embodied as a set of 12 heuristics that underscore the semantic and functional role of text in offering navigational cues, contextualizing data insights, supporting reading order, among other concerns. Third, we reflect on our findings to identify gaps and propose opportunities for data visualization researchers to push the boundaries on text usage for dashboards, from authoring support and interactivity to text generation and content personalization. Our research underscores the significance of elevating text as a first-class citizen in data visualization, and the need to support the inclusion of textual components and their interactive affordances in dashboard design.","1941-0506","","10.1109/TVCG.2024.3456601","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10672553","Text;dashboards;semantic levels;metadata;interactivity;instruction;description;takeaways;conversational heuristics","Data visualization;Visualization;Semantics;Oral communication;Interviews;Usability;Navigation","","","","75","CCBYNCND","10 Sep 2024","","","IEEE","IEEE Journals"
"“I Came Across a Junk”: Understanding Design Flaws of Data Visualization from the Public's Perspective","X. Lan; Y. Liu","Fudan University, China; University of Edinburgh, U.K.",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","393","403","The visualization community has a rich history of reflecting upon visualization design flaws. Although research in this area has remained lively, we believe it is essential to continuously revisit this classic and critical topic in visualization research by incorporating more empirical evidence from diverse sources, characterizing new design flaws, building more systematic theoretical frameworks, and understanding the underlying reasons for these flaws. To address the above gaps, this work investigated visualization design flaws through the lens of the public, constructed a framework to summarize and categorize the identified flaws, and explored why these flaws occur. Specifically, we analyzed 2227 flawed data visualizations collected from an online gallery and derived a design task-associated taxonomy containing 76 specific design flaws. These flaws were further classified into three high-level categories (i.e., misinformation, uninformativeness, unsociability) and ten subcategories (e.g., inaccuracy, unfairness, ambiguity). Next, we organized five focus groups to explore why these design flaws occur and identified seven causes of the flaws. Finally, we proposed a research agenda for combating visualization design flaws and summarize nine research opportunities.","1941-0506","","10.1109/TVCG.2024.3456341","NSFC(grant numbers:62402121); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10670488","Visualization Design;General Public;Chart Junk;Deceptive Visualization;Misinformation;User Experience","Data visualization;Taxonomy;Fault diagnosis;Visualization;Fake news;Distortion;Systematics","","","","75","IEEE","10 Sep 2024","","","IEEE","IEEE Journals"
"CataAnno: An Ancient Catalog Annotator for Annotation Cleaning by Recommendation","H. Shao; X. Yuan","National Key Laboratory of General Artificial intelligence, School of Intelligence Science and Technology, Peking University, China; National Key Laboratory of General Artificial intelligence, School of Intelligence Science and Technology, Peking University, China",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","404","414","Classical bibliography, by researching preserved catalogs from both official archives and personal collections of accumulated books, examines the books throughout history, thereby revealing cultural development across historical periods. In this work, we collaborate with domain experts to accomplish the task of data annotation concerning Chinese ancient catalogs. We introduce the CataAnno system that facilitates users in completing annotations more efficiently through cross-linked views, recommendation methods and convenient annotation interactions. The recommendation method can learn the background knowledge and annotation patterns that experts subconsciously integrate into the data during prior annotation processes. CataAnno searches for the most relevant examples previously annotated and recommends to the user. Meanwhile, the cross-linked views assist users in comprehending the correlations between entries and offer explanations for these recommendations. Evaluation and expert feedback confirm that the CataAnno system, by offering high-quality recommendations and visualizing the relationships between entries, can mitigate the necessity for specialized knowledge during the annotation process. This results in enhanced accuracy and consistency in annotations, thereby enhancing the overall efficiency.","1941-0506","","10.1109/TVCG.2024.3456379","NSFC(grant numbers:62272012); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10681004","Digital humanities;text annotation tool;text visualization;machine learning;catalog","Annotations;Data visualization;Bibliographies;History;Data models;Prototypes;Data mining","","","","51","IEEE","16 Sep 2024","","","IEEE","IEEE Journals"
"What Can Interactive Visualization Do for Participatory Budgeting in Chicago?","A. Kale; D. Liu; M. G. Ayala; H. Schwab; A. McNutt","University of Chicago, USA; University of Chicago, USA; University of Chicago, USA; University of Chicago, USA; University of Washington, USA",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","415","425","Participatory budgeting (PB) is a democratic approach to allocating municipal spending that has been adopted in many places in recent years, including in Chicago. Current PB voting resembles a ballot where residents are asked which municipal projects, such as school improvements and road repairs, to fund with a limited budget. In this work, we ask how interactive visualization can benefit PB by conducting a design probe-based interview study (N=13) with policy workers and academics with expertise in PB, urban planning, and civic HCI. Our probe explores how graphical elicitation of voter preferences and a dashboard of voting statistics can be incorporated into a realistic PB tool. Through qualitative analysis, we find that visualization creates opportunities for city government to set expectations about budget constraints while also granting their constituents greater freedom to articulate a wider range of preferences. However, using visualization to provide transparency about PB requires efforts to mitigate potential access barriers and mistrust. We call for more visualization professionals to help build civic capacity by working in and studying political systems.","1941-0506","","10.1109/TVCG.2024.3456343","University of Chicago; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10669937","Visualization;Preference elicitation;Digital democracy","Probes;Urban areas;Data visualization;Visualization;Proposals;Affordances;Voting","","","","95","IEEE","9 Sep 2024","","","IEEE","IEEE Journals"
"The Backstory to “Swaying the Public”: A Design Chronicle of Election Forecast Visualizations","F. Yang; M. Cai; C. Mortenson; H. Fakhari; A. D. Lokmanoglu; N. Diakopoulos; E. C. Nisbet; M. Kay","Northwestern University, USA; Northwestern University, USA; Northwestern University, USA; Northwestern University, USA; Northwestern University, USA; Northwestern University, USA; Northwestern University, USA; Northwestern University, USA",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","426","436","A year ago, we submitted an IEEE VIS paper entitled “Swaying the Public? Impacts of Election Forecast Visualizations on Emotion, Trust, and Intention in the 2022 U.S. Midterms” [50], which was later bestowed with the honor of a best paper award. Yet, studying such a complex phenomenon required us to explore many more design paths than we could count, and certainly more than we could document in a single paper. This paper, then, is the unwritten prequel—the backstory. It chronicles our journey from a simple idea—to study visualizations for election forecasts—through obstacles such as developing meaningfully different, easy-to-understand forecast visualizations, crafting professional-looking forecasts, and grappling with how to study perceptions of the forecasts before, during, and after the 2022 U.S. midterm elections. This journey yielded a rich set of original knowledge. We formalized a design space for two-party election forecasts, navigating through dimensions like data transformations, visual channels, and types of animated narratives. Through qualitative evaluation of ten representative prototypes with 13 participants, we then identified six core insights into the interpretation of uncertainty visualizations in a U.S. election context. These insights informed our revisions to remove ambiguity in our visual encodings and to prepare a professional-looking forecasting website. As part of this story, we also distilled challenges faced and design lessons learned to inform both designers and practitioners. Ultimately, we hope our methodical approach could inspire others in the community to tackle the hard problems inherent to designing and evaluating visualizations for the general public.","1941-0506","","10.1109/TVCG.2024.3456366","NSF(grant numbers:2127309); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10672524","Uncertainty visualization;probabilistic forecasts;design space;animation","Voting;Visualization;Uncertainty;Surveys;Forecasting;Data visualization;Layout","","1","","53","IEEE","10 Sep 2024","","","IEEE","IEEE Journals"
"Visualization Atlases: Explaining and Exploring Complex Topics Through Data, Visualization, and Narration","J. Wang; X. Shu; B. Bach; U. Hinrichs","The University of Edinburgh, Scotland; Newcastle University, UK; The University of Edinburgh, Scotland; The University of Edinburgh, Scotland",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","437","447","This paper defines, analyzes, and discusses the emerging genre of visualization atlases. We currently witness an increase in web-based, data-driven initiatives that call themselves “atlases” while explaining complex, contemporary issues through data and visualizations: climate change, sustainability, AI, or cultural discoveries. To understand this emerging genre and inform their design, study, and authoring support, we conducted a systematic analysis of 33 visualization atlases and semi-structured interviews with eight visualization atlas creators. Based on our results, we contribute (1) a definition of a visualization atlas as a compendium of (web) pages aimed at explaining and supporting exploration of data about a dedicated topic through data, visualizations and narration. (2) a set of design patterns of 8 design dimensions, (3) insights into the atlas creation from interviews and (4) the definition of 5 visualization atlas genres. We found that visualization atlases are unique in the way they combine i) exploratory visualization, ii) narrative elements from data-driven storytelling and iii) structured navigation mechanisms. They target a wide range of audiences with different levels of domain knowledge, acting as tools for study, communication, and discovery. We conclude with a discussion of current design practices and emerging questions around the ethics and potential real-world impact of visualization atlases, aimed to inform the design and study of visualization atlases.","1941-0506","","10.1109/TVCG.2024.3456311","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10684760","Visualization Atlases;Information Visualization;Data-driven Storytelling","Data visualization;Economics;Complexity theory;Sustainable development;Soft sensors;Navigation;Observatories;Climate change","","","","63","IEEE","20 Sep 2024","","","IEEE","IEEE Journals"
"Defogger: A Visual Analysis Approach for Data Exploration of Sensitive Data Protected by Differential Privacy","X. Wang; S. Jiao; C. Bryan","DISSec, Nankai University, China; DISSec, Nankai University, China; SCAI, Arizona State University, USA",IEEE Transactions on Visualization and Computer Graphics,"25 Nov 2024","2025","31","1","448","458","Differential privacy ensures the security of individual privacy but poses challenges to data exploration processes because the limited privacy budget incapacitates the flexibility of exploration and the noisy feedback of data requests leads to confusing uncertainty. In this study, we take the lead in describing corresponding exploration scenarios, including underlying requirements and available exploration strategies. To facilitate practical applications, we propose a visual analysis approach to the formulation of exploration strategies. Our approach applies a reinforcement learning model to provide diverse suggestions for exploration strategies according to the exploration intent of users. A novel visual design for representing uncertainty in correlation patterns is integrated into our prototype system to support the proposed approach. Finally, we implemented a user study and two case studies. The results of these studies verified that our approach can help develop strategies that satisfy the exploration intent of users.","1941-0506","","10.1109/TVCG.2024.3456304","NSFC(grant numbers:62202244); Fundamental Research Funds for the Central Universities(grant numbers:CNS-2224066); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10670438","Differential privacy;Visual data analysis;Data exploration;Visualization for uncertainty illustration","Uncertainty;Data visualization;Data privacy;Visualization;Noise;Privacy;Pipelines","","","","44","IEEE","10 Sep 2024","","","IEEE","IEEE Journals"
"Learnable and Expressive Visualization Authoring Through Blended Interfaces","S. L’Yi; A. van den Brandt; E. Adams; H. N. Nguyen; N. Gehlenborg","Harvard Medical School, USA; Eindhoven University of Technology and Harvard Medical School, Netherlands; Harvard Medical School, USA; Harvard Medical School, USA; Harvard Medical School, USA",IEEE Transactions on Visualization and Computer Graphics,"3 Dec 2024","2025","31","1","459","469","A wide range of visualization authoring interfaces enable the creation of highly customized visualizations. However, prioritizing expressiveness often impedes the learnability of the authoring interface. The diversity of users, such as varying computational skills and prior experiences in user interfaces, makes it even more challenging for a single authoring interface to satisfy the needs of a broad audience. In this paper, we introduce a framework to balance learnability and expressivity in a visualization authoring system. Adopting insights from learnability studies, such as multimodal interaction and visualization literacy, we explore the design space of blending multiple visualization authoring interfaces for supporting authoring tasks in a complementary and flexible manner. To evaluate the effectiveness of blending interfaces, we implemented a proof-of-concept system, Blace, that combines four common visualization authoring interfaces–template-based, shelf configuration, natural language, and code editor–that are tightly linked to one another to help users easily relate unfamiliar interfaces to more familiar ones. Using the system, we conducted a user study with 12 domain experts who regularly visualize genomics data as part of their analysis workflow. Participants with varied visualization and programming backgrounds were able to successfully reproduce unfamiliar visualization examples without a guided tutorial in the study. Feedback from a post-study qualitative questionnaire further suggests that blending interfaces enabled participants to learn the system easily and assisted them in confidently editing unfamiliar visualization grammar in the code editor, enabling expressive customization. Reflecting on our study results and the design of our system, we discuss the different interaction patterns that we identified and design implications for blending visualization authoring interfaces.","1941-0506","","10.1109/TVCG.2024.3456598","National Institutes of Health(grant numbers:R01HG011773); USPTO(grant numbers:63/673,489); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10670517","Visualization authoring;blended interfaces;genomics data visualization","Data visualization;Visualization;Codes;Authoring systems;Genomics;Encoding;Bioinformatics","","","","83","CCBY","10 Sep 2024","","","IEEE","IEEE Journals"
