"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"PiCCL: Data-Driven Composition of Bespoke Pictorial Charts","H. Shi; Y. Wang; J. Chen; C. Wang; B. Lee","Shandong University, Qingdao, Shandong, China; Renmin University of China, Beijing, China; Renmin University of China, Beijing, China; Microsoft Research, Redmond, Washington, United States; Yonsei University, Seoul, Republic of Korea",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","714","724","We present PiCCL (Pictorial Chart Composition Language), a new language that enables users to easily create pictorial charts using a set of simple operators. To support systematic construction while addressing the main challenge of expressive pictorial chart authoring-manual composition and fine-tuning of visual properties-PiCCL introduces a parametric representation that integrates data-driven chart generation with graphical composition. It also employs a lazy data-binding mechanism that automatically synthesizes charts. PiCCL is grounded in a comprehensive analysis of real-world pictorial chart examples. We describe PiCCL's design and its implementation as piccl.js, a JavaScript-based library. To evaluate PiCCL, we showcase a gallery that demonstrates its expressiveness and report findings from a user study assessing the usability of piccl.js. We conclude with a discussion of PiCCL's limitations and potential, as well as future research directions.","1941-0506","","10.1109/TVCG.2025.3634264","National Key R&D Program of China(grant numbers:2022ZD0160805); NSFC(grant numbers:62132017,U2436209); Shandong Provincial Natural Science Foundation(grant numbers:ZQ2022JQ32); Beijing Natural Science Foundation(grant numbers:L247027); Yonsei University(grant numbers:RS-2020-II201361); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11264034","pictorial charts;data-driven composition;chart composition;parametric representation","Data visualization;Visualization;Libraries;Layout;Trees (botanical);Bars;Standards;Encoding;Semantics;Grammar","","","","46","IEEE","21 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"Stitching Meaning: Practices of Data Textile Creators","S. Purdue; E. Puerta; E. Bertini; M. Tory","Northeastern University, USA; Northeastern University, USA; Northeastern University, USA; Roux Institute at Northeastern University, USA",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","725","735","Tens of thousands of people have represented data by creating data-encoding textile pieces like blankets, scarves, and more. A prototypical example is the temperature blanket, which represents the weather through rows or blocks of different colors mapped to temperature ranges. While researchers have used fiber arts mediums to create exploratory projects, data visualization and physicalization research has largely not engaged with examples from this enormous and diverse community. We explore the space of data textiles, or fiber arts that encode information, by surveying creators (i.e., data fiber artists) on their projects and processes. We create a corpus of 159 examples of data textiles and present a schema characterizing the data encoding methods used in these projects. We also gather insights into creators' data workflows as well as their motives and discoveries through making with their data. Creators of data textiles use distinct processes to map their data, building fabric from component structures and substructures while using material properties like color and texture. From diverse data-tracking procedures, creators use and relate to data in varied ways. Working on these pieces also contributes to the creators' personal growth and data understanding. Our findings point to new opportunities for visualization, including opportunities to support fiber artists with tools formatted to their needs and opportunities to incorporate concepts from data textiles into other types of visualization (e.g., using texture, structural layouts, colorways).","1941-0506","","10.1109/TVCG.2025.3634255","Vis Lab community; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11268460","Data physicalization;textiles;data textiles;craft;VisArt;data practices;visual encoding design","Textiles;Data visualization;Art;Encoding;Yarn;Weaving;Textile fibers","","","","76","IEEE","25 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"Story Ribbons: Reimagining Storyline Visualizations with Large Language Models","C. Yeh; T. Menon; R. S. Arya; H. He; M. Weigel; F. Viégas; M. Wattenberg","Harvard University, USA; Harvard University, USA; Harvard University, USA; Harvard University, USA; Harvard University, USA; Harvard University, USA; Harvard University, USA",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","736","746","Analyzing literature involves tracking interactions between characters, locations, and themes. Visualization has the potential to facilitate the mapping and analysis of these complex relationships, but capturing structured information from unstructured story data remains a challenge. As large language models (LLMs) continue to advance, we see an opportunity to use their text processing and analysis capabilities to augment and reimagine existing storyline visualization techniques. Toward this goal, we introduce an LLM-driven data parsing pipeline that automatically extracts relevant narrative information from novels and scripts. We then apply this pipeline to create Story Ribbons, an interactive visualization system that helps novice and expert literary analysts explore detailed character and theme trajectories at multiple narrative levels. Through pipeline evaluations and user studies with Story Ribbons on 36 literary works, we demonstrate the potential of LLMs to streamline narrative visualization creation and reveal new insights about familiar stories. We also describe current limitations of AI-based systems, and interaction motifs designed to address these issues.","1941-0506","","10.1109/TVCG.2025.3634265","Harvard Insight + Interaction Lab.; CY's National Science Foundation Graduate Research Fellowship(grant numbers:DGE 2140743); Kempner Institute Graduate Research Fellowship; Effective Ventures Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11278504","Narrative visualization;interactive literary analysis;large language models","Data visualization;Pipelines;Data mining;Manuals;Large language models;Visualization;Text processing;Electronic mail;Vocabulary;Translation","","","","74","IEEE","4 Dec 2025","Jan. 2026","","IEEE","IEEE Journals"
"F2Stories: A Modular Framework for Multi-Objective Optimization of Storylines with a Focus on Fairness","T. Piselli; G. Liotta; F. Montecchiani; M. Nöllenburg; S. Di Bartolomeo","University of Perugia, Italy; University of Perugia, Italy; University of Perugia, Italy; TU Wien, Austria; TU Wien, Austria",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","747","757","Storyline visualizations represent character interactions over time. When these characters belong to different groups, a new research question emerges: how can we balance optimization of readability across the groups while preserving the overall narrative structure of the story? Traditional algorithms that optimize global readability metrics (like minimizing crossings) can introduce quality biases between the different groups based on their cardinality and other aspects of the data. Visual consequences of these biases are: making characters of minority groups disproportionately harder to follow, and visually deprioritizing important characters when their curves become entangled with numerous secondary characters. We present F2Stories, a modular framework that addresses these challenges in storylines by offering three complementary optimization modes: (1) fairnessMode ensures that no group bears a disproportionate burden of visualization complexity regardless of their representation in the story; (2) focusMode allows prioritizing a group of characters while maintaining good readability for secondary characters; and (3) standardMode globally optimizes classical aesthetic metrics. Our approach is based on Mixed Integer Linear Programming (MILP), offering optimality guarantees, precise balancing of competing metrics through weighted objectives, and the flexibility to incorporate complex fairness concepts as additional constraints without the need to redesign the entire algorithm. We conducted an extensive experimental analysis to demonstrate how F2Stories enables more fair or focus group-prioritized storyline visualizations while maintaining adherence to established layout constraints. Our evaluation includes comprehensive results from a detailed case study that shows the effectiveness of our approach in real-world narrative contexts. An open access copy of this paper and all supplemental materials are available at osf.io/e2qvy.","1941-0506","","10.1109/TVCG.2025.3634228","Austrian Science Fund(grant numbers:10.55776/ESP513); Vienna Science and Technology Fund(grant numbers:10.47379/ICT19035); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11262781","Storyline layouts;optimization;fairness","Optimization;Visualization;Layout;Radio frequency;Measurement;Graph drawing;Decision making;Computational modeling;Trajectory;Readability metrics","","","","51","CCBY","20 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"Shifting Expectations for Encoding Rules Mitigates Misinterpretation of Connected Scatterplots","W. Xu; L. Padilla","Northeastern University, USA; Northeastern University, USA",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","758","768","Connected scatterplots visualize time-series data by connecting the points on a scatterplot based on temporal sequence. Viewers are prone to misinterpret the direction of time in these visualizations, possibly because they encode time with an unexpected rule - along the connected line (TIME IS A LINE) instead of from left to right (RIGHT IS LATER) as conventional in line charts. In this paper, we use the connected scatterplot to illustrate a perspective on visualization comprehension centered around expectations of encoding rules. People have initial expectations of encoding rules for visualizations that can stem from conventional practices or metaphors, and these expectations have been recognized as a potential factor influencing visualization comprehension. We present three preregistered experiments (n = 1429 in total) demonstrating two kinds of design interventions to strengthen the correct expectation for time and testing their effectiveness in reducing errors for understanding realistic connected scatterplots. We found that visual treatments that suppress the incorrect chart-type expectation and directional cues that emphasize the correct expectation both led viewers to expect TIME IS A LINE more. An explicit directional cue (arrows), ideally redundantly encoded with another cue (trace-line effect or animation), was most effective for reducing misinterpretations. Our findings not only provide practical guidelines for designing connected scatterplots but also contribute theoretical insights to inform the design of novel visualizations that challenge interpretability by defying expectations.","1941-0506","","10.1109/TVCG.2025.3634225","NSF(grant numbers:2428149); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11265812","Visualization;cognition;graphical convention;conceptual metaphor;connected scatterplot","Data visualization;Visualization;Encoding;Cognitive science;Psychology;Oils;Reviews;Bars;Standards;Linguistics","","","","58","IEEE","24 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"An Analysis of Text Functions in Information Visualization","C. Stokes; A. Arunkumar; M. A. Hearst; L. Padilla","University of California, Berkeley, USA; Northeastern University, USA; University of California, Berkeley, USA; Northeastern University, USA",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","769","779","Text is an integral but understudied component of visualization design. Although recent studies have examined how text elements (e.g., titles and annotations) influence comprehension, preferences, and predictions, many questions remain about textual design and use in practice. This paper introduces a framework for understanding text functions in information visualizations, building on and filling gaps in prior classifications and taxonomies. Through an analysis of 120 real-world visualizations and 804 text elements, we identified ten distinct text functions, ranging from identifying data mappings to presenting valenced subtext. We further identify patterns in text usage and conduct a factor analysis, revealing four overarching text-informed design strategies: Attribution and Variables, Annotation-Centric Design, Visual Embellishments, and Narrative Framing. In addition to these factors, we explore features of title rhetoric and text multifunctionality, while also uncovering previously unexamined text functions, such as text replacing visual elements. Our findings highlight the flexibility of text, demonstrating how different text elements in a given design can combine to communicate, synthesize, and frame visual information. This framework adds important nuance and detail to existing frameworks that analyze the diverse roles of text in visualization.","1941-0506","","10.1109/TVCG.2025.3634632","National Science Foundation Graduate Research Fellowship(grant numbers:DGE 2146752); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11264357","Visualization;text;language;text function;factor analysis;design patterns","Data visualization;Taxonomy;Visualization;Annotations;Market research;Encoding;Electronic mail;Image color analysis;Focusing;Data communication","","","","75","IEEE","21 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"Graphical Perception of Icon Arrays versus Bar Charts for Value Comparisons in Health Risk Communication","J. Kandel; J. Liu; A. Z. Wang; C. Tseng; D. A. Szafir","University of North Carolina at Chapel Hill, USA; University of North Carolina at Chapel Hill, USA; University of North Carolina at Chapel Hill, USA; University of North Carolina at Chapel Hill, USA; University of North Carolina at Chapel Hill, USA",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","780","790","Visualizations support critical decision making in domains like health risk communication. This is particularly important for those at higher health risks and their care providers, allowing for better risk interpretation which may lead to more informed decisions. However, the kinds of visualizations used to represent data may impart biases that influence data interpretation and decision making. Both continuous representations using bar charts and discrete representations using icon arrays are pervasive in health risk communication, but express the same quantities using fundamentally different visual paradigms. We conducted a series of studies to investigate how bar charts, icon arrays, and their layout (juxtaposed, explicit encoding, explicit encoding plus juxtaposition) affect the perception of value comparison and subsequent decision-making in health risk communication. Our results suggest that icon arrays and explicit encoding combined with juxtaposition can optimize for both accurate difference estimation and perceptual biases in decision making. We also found misalignment between estimation accuracy and decision making, as well as between low and high literacy groups, emphasizing the importance of tailoring visualization approaches to specific audiences and evaluating visualizations beyond perceptual accuracy alone. This research contributes empirically-grounded design recommendations to improve comparison in health risk communication and support more informed decision-making across domains.","1941-0506","","10.1109/TVCG.2025.3634630","National Institutes of Health(grant numbers:1R01HD111074-01); NSF-IIS(grant numbers:2320920); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11278524","Information Visualization;Graphical Perception;Health Risk Communication;Bar Chart;Icon Array;Composition","Bars;Decision making;Data visualization;Accuracy;Encoding;Visualization;Arrays;Medical services;Estimation;Cancer","","","","62","IEEE","4 Dec 2025","Jan. 2026","","IEEE","IEEE Journals"
"InsightChaser: Enhancing Visual Reasoning of Sports Tactical Visualization with Visual-Text Linking","Z. Liu; W. Zhao; X. Xie; A. Cao; Y. Wu; H. Zhang; Y. Wu","Department of Sports Science, Zhejiang University, China; State Key Lab of CAD&CG, Zhejiang University, China; Department of Sports Science, Zhejiang University, China; Department of Sports Science, Zhejiang University, China; State Key Lab of CAD&CG, Zhejiang University, China; Department of Sports Science, Zhejiang University, China; State Key Lab of CAD&CG, Zhejiang University, China",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","791","801","In sports analytics, tactical visualization is widely used to convey valuable insights. However, due to the complex domain knowledge and contextual information involved in tactical visualizations, it is challenging for users to connect high-level tactical insights to corresponding visual patterns. This requires users to engage in a reasoning process to interpret insights within game contexts, which remains insufficiently supported in existing visual-text linking studies. In this work, we propose InsightChaser, a novel approach to bridge tactical insights and soccer visualizations through visual-text linking and visual reasoning enhancement. InsightChaser constructs knowledge graphs to represent both visual elements and contextual game information. Integrating large language models (LLMs), our approach retrieves relevant visual elements and establishes explicit links with insights. Moreover, InsightChaser utilizes LLMs to enhance these visual-text links by providing reasoning explanations and visual effects. We further develop an interactive visualization system that supports navigation and explanation of enhanced visual-text links. Users can explore linked tactical insights interactively and reason through enhanced visual explanations. We conduct two case studies using real-world soccer data and a user study to demonstrate the effectiveness of our approach.","1941-0506","","10.1109/TVCG.2025.3634639","Zhejiang Provincial Natural Science Foundation of China(grant numbers:LD25F020003); Key “Pioneer” R&D Projects of Zhejiang Province(grant numbers:2023C01120); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11267480","Sports visualization;tactical analysis;visual-text linking","Data visualization;Sports;Visualization;Cognition;Knowledge graphs;Visual effects;Games;Standards;Navigation;Joining processes","","","","58","IEEE","25 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"Beyond the Broadcast: Enhancing VR Tennis Broadcasting Through Embedded Visualizations and Camera Techniques","J. -H. Yao; J. Feng; X. Tian; K. Xu; G. Amirkhanova; S. Chen","Ji Hua Laboratory, Fudan University, China; Ji Hua Laboratory, Fudan University, China; Ji Hua Laboratory, Fudan University, China; University of Nottingham, U.K.; Al-Farabi Kazakh National University, Kazakhstan; Ji Hua Laboratory, Fudan University, China",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","802","812","Virtual Reality (VR) broadcasting has emerged as a promising medium for providing immersive viewing experiences of major sports events such as tennis. However, current VR broadcast systems often lack an effective camera language and do not adequately incorporate dynamic, in-game visualizations, limiting viewer engagement and narrative clarity. To address these limitations, we analyze 400 out-of-play segments from eight major tennis broadcasts to develop a tennis-specific design framework that effectively combines cinematic camera movements with embedded visualizations. We further refine our framework by examining 25 cinematic VR animations, comparing their camera techniques with traditional tennis broadcasts to identify key differences and inform adaptations for VR. Based on data extracted from the broadcast videos, we reconstruct a simulated game that captures the players' and ball's motion and trajectories. Leveraging this design framework and processing pipeline, we develope Beyond the Broadcast, a VR tennis viewing system that integrates embedded visualizations with adaptive camera motions to construct a comprehensive and engaging narrative. Our system dynamically overlays tactical information and key match events onto the simulated environment, enhancing viewer comprehension and narrative engagement while ensuring perceptual immersion and viewing comfort. A user study involving tennis viewers demonstrate that our approach outperforms traditional VR broadcasting methods in delivering an immersive, informative viewing experience.","1941-0506","","10.1109/TVCG.2025.3634638","Ji Hua Laboratory S&T Program(grant numbers:X250881UG250); Natural Science Foundation of China(grant numbers:62472099); Ministry of Science and Higher Education of the Republic of Kazakhstan(grant numbers:BR24992975); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11267125","Tennis;VR Broadcasting;Embedded Visualization;Camera Motion;Immersive Experience","Sports;Cameras;Broadcasting;Data visualization;Dynamics;Videos;Three-dimensional displays;Real-time systems;Games;Visualization","","","","87","IEEE","24 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"TactiVis: Towards Better Understanding of Team-Based Combat Tactics","H. Zhang; G. Li; M. Lu; J. Li; C. H. Liu","Beijing Institute of Technology, China; Beijing Institute of Technology, China; Shenzhen University, China; Beijing Normal University, China; Beijing Institute of Technology, China",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","813","823","Team-based combat scenarios are prevalent in various real-world applications like video gaming. Analyzing tactics in these scenarios is essential for gaining insights into game processes and improving combat behaviors. The decision-making data in team-based combat include character actions, movement trajectories, and event sequences. Existing studies face challenges in visualizing and analyzing combat tactics due to the complexity and the multifaceted characteristics of the decision-making data. To address these challenges, we introduce TactiVis, a visual analytics system designed for analyzing combat decision-making behavior. Using MOBA game as a representative case of team-based combat, TactiVis adopts a macro-to-micro tactics visual analytics framework consisting of three stages: match-level analysis, event-level understanding, and character-level comparison. In the TactiVis system, we introduce the v-storyline visualization, which encodes positions along the vertical axis to reveal tactical patterns. Case studies and a usability study demonstrate the utility and usability of TactiVis for helping analysts understand combat patterns and analyze tactics.","1941-0506","","10.1109/TVCG.2025.3634656","NSFC(grant numbers:62302038,U2268205,62472288); CAST(grant numbers:2023QNRC001); Shenzhen Science and Technology Program(grant numbers:20231122121504001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11262810","Team-based combat;storyline visualization;MOBA games;tactic analysis","Data visualization;Games;Visual analytics;Decision making;Trajectory;Usability;Interviews;Layout;Three-dimensional displays;Spatiotemporal phenomena","","","","69","IEEE","20 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"DataWink: Reusing and Adapting SVG-Based Visualization Examples with Large Multimodal Models","L. Xie; Y. Lin; C. Liu; H. Qu; X. Shu","Hong Kong University of Science and Technology, Hong Kong, Hong Kong; Hong Kong University of Science and Technology, Hong Kong, Hong Kong; Nanyang Technological University, China; Hong Kong University of Science and Technology, Hong Kong, Hong Kong; Newcastle University, England",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","824","834","Creating aesthetically pleasing data visualizations remains challenging for users without design expertise or familiarity with visualization tools. To address this gap, we present DataWink, a system that enables users to create custom visualizations by adapting high-quality examples. Our approach combines large multimodal models (LMMs) to extract data encoding from existing SVG-based visualization examples, featuring an intermediate representation of visualizations that bridges primitive SVG and visualization programs. Users may express adaptation goals to a conversational agent and control the visual appearance through widgets generated on demand. With an interactive interface, users can modify both data mappings and visual design elements while maintaining the original visualization's aesthetic quality. To evaluate DataWink, we conduct a user study (N=12) with replication and free-form exploration tasks. As a result, DataWink is recognized for its learnability and effectiveness in personalized authoring tasks. Our results demonstrate the potential of example-driven approaches for democratizing visualization creation.","1941-0506","","10.1109/TVCG.2025.3634635","Hong Kong RGC GRF(grant numbers:16210722); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11262789","Visualization template;Lazy data binding;Visualization by example;Dynamic abstractions","Data visualization;Visualization;Encoding;Pipelines;Reverse engineering;Hands;Data mining;Authoring systems;Vectors;Iterative methods","","","","0","IEEE","20 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"Automatic Semantic Alignment of Flow Pattern Representations for Exploration with Large Language Models","W. Zhang; J. Tao","School of Computer Science and Engineering, Sun Yat-sen University, China; School of Computer Science and Engineering, Sun Yat-sen University, China",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","835","845","Explorative flow visualization allows domain experts to analyze complex flow structures by interactively investigating flow patterns. However, traditional visual interfaces often rely on specialized graphical representations and interactions, which require additional effort to learn and use. Natural language interaction offers a more intuitive alternative, but teaching machines to recognize diverse scientific concepts and extract corresponding structures from flow data poses a significant challenge. In this paper, we introduce an automated framework that aligns flow pattern representations with the semantic space of large language models (LLMs), eliminating the need for manual labeling. Our approach encodes streamline segments using a denoising autoencoder and maps the generated flow pattern representations to LLM embeddings via a projector layer. This alignment empowers semantic matching between textual embeddings and flow representations through an attention mechanism, enabling the extraction of corresponding flow patterns based on textual descriptions. To enhance accessibility, we develop an interactive interface that allows users to query and visualize flow structures using natural language. Through case studies, we demonstrate the effectiveness of our framework in enabling intuitive and intelligent flow exploration.","1941-0506","","10.1109/TVCG.2025.3634650","National Natural Science Foundation of China(grant numbers:62372484,62172456); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11261875","Flow visualization;natural language;streamlines","Semantics;Large language models;Data visualization;Manuals;Histograms;Autoencoders;Visualization;Translation;Matrix converters;Vectors","","","","61","IEEE","20 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"Understanding Large Language Model Behaviors Through Interactive Counterfactual Generation and Analysis","F. Cheng; V. Zouhar; R. S. M. Chan; D. Fürst; H. Strobelt; M. El-Assady","ETH Zürich, Switzerland; ETH Zürich, Switzerland; ETH Zürich, Switzerland; University of Konstanz, Germany; IBM Research, USA; ETH Zürich, Switzerland",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","846","856","Understanding the behavior of large language models (LLMs) is crucial for ensuring their safe and reliable use. However, existing explainable AI (XAI) methods for LLMs primarily rely on word-level explanations, which are often computationally inefficient and misaligned with human reasoning processes. Moreover, these methods often treat explanation as a one-time output, overlooking its inherently interactive and iterative nature. In this paper, we present LLM Analyzer, an interactive visualization system that addresses these limitations by enabling intuitive and efficient exploration of LLM behaviors through counterfactual analysis. Our system features a novel algorithm that generates fluent and semantically meaningful counterfactuals via targeted removal and replacement operations at user-defined levels of granularity. These counterfactuals are used to compute feature attribution scores, which are then integrated with concrete examples in a table-based visualization, supporting dynamic analysis of model behavior. A user study with LLM practitioners and interviews with experts demonstrate the system's usability and effectiveness, emphasizing the importance of involving humans in the explanation process as active participants rather than passive recipients.","1941-0506","","10.1109/TVCG.2025.3634646","Swiss National Science Foundation(grant numbers:10003068); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11264023","Counterfactual;Explainable Artificial Intelligence;Large Language Model;Visualization","Predictive models;Analytical models;Visualization;Computational modeling;Large language models;Iterative methods;Explainable AI;Electronic mail;Usability;Semantics","","1","","48","IEEE","21 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"The Impact of Visual Segmentation on Lexical Word Recognition","M. Termuende; K. Larson; M. Nacenta","University of Victoria, Canada; Advanced Reading Technologies at Microsoft Research, USA; University of Victoria, Canada",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","857","867","When a reader encounters a word in English, they split the word into smaller orthographic units in the process of recognizing its meaning. For example, “rough”, when split according to phonemes, is decomposed as r-ou-gh (not as r-o-ugh or r-ough), where each group of letters corresponds to a sound. Since there are many ways to segment a group of letters, this constitutes a computational operation that has to be solved by the reading brain, many times per minute, in order to achieve the recognition of words in text necessary for reading. In English, the irregular relationships between groups of letters and sounds, and the wide variety of possible groupings make this operation harder than in more regular languages such as Italian. If this segmentation takes a significant amount of time in the process of recognizing a word, it is conceivable that providing segmentation information in the text itself could help the reading process by reducing its computational cost. In this paper we explore whether and how different visual interventions from the visualization literature could communicate segmentation information for reading and word recognition. We ran a series of pre-registered lexical decision experiments with 192 participants that tested five main types of visual segmentations: outlines, spacing, connections, underlines and color. The evidence indicates that, even with a moderate amount of training, these visual interventions always slow down word identification, but each to a different extent (between 32.7ms—color technique—and 70.7ms—connection technique). These findings are important because they indicate that, at least for typical adult readers with a moderate amount of specific training in these visual interventions, accelerating the lexical decision task is unlikely. Importantly, the results also offer an empirical measurement of the cost of a common set of visual manipulations of text, which can be useful for practitioners seeking to visualize alongside or within text without impacting reading performance. Finally, the interaction between typographically encoded information and visual variables presented unique patterns that deviate from existing theories, suggesting new directions for future inquiry.","1941-0506","","10.1109/TVCG.2025.3634641","NSERC(grant numbers:2020-04401); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11278520","Reading;Word Recognition;Text Visualization;Text Interaction;Phonological Cues","Visualization;Training;Grain size;Accuracy;Text recognition;Encoding;Electronic mail;Data visualization;Linguistics;Reviews","","","","71","IEEE","4 Dec 2025","Jan. 2026","","IEEE","IEEE Journals"
"DeepVIS: Bridging Natural Language and Data Visualization Through Step-Wise Reasoning","Z. Shuai; B. Li; S. Yan; Y. Luo; W. Yang","Hong Kong University of Science and Technology (Guangzhou), Guangzhou, China; Hong Kong University of Science and Technology (Guangzhou), Guangzhou, China; Hong Kong University of Science and Technology (Guangzhou), Guangzhou, China; Hong Kong University of Science and Technology, Hong Kong SAR, China; Hong Kong University of Science and Technology, Hong Kong SAR, China",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","868","878","Although data visualization is powerful for revealing patterns and communicating insights, creating effective visualizations requires familiarity with authoring tools and often disrupts the analysis flow. While large language models show promise for automatically converting analysis intent into visualizations, existing methods function as black boxes without transparent reasoning processes, which prevents users from understanding design rationales and refining suboptimal outputs. To bridge this gap, we propose integrating Chain-of-Thought (CoT) reasoning into the Natural Language to Visualization (NL2VIS) pipeline. First, we design a comprehensive CoT reasoning process for NL2VIS and develop an automatic pipeline to equip existing datasets with structured reasoning steps. Second, we introduce nvBench-CoT, a specialized dataset capturing detailed step-by-step reasoning from ambiguous natural language descriptions to finalized visualizations, which enables state-of-the-art performance when used for model fine-tuning. Third, we develop DeepVIS, an interactive visual interface that tightly integrates with the CoT reasoning process, allowing users to inspect reasoning steps, identify errors, and make targeted adjustments to improve visualization outcomes. Quantitative benchmark evaluations, two use cases, and a user study collectively demonstrate that our CoT framework effectively enhances NL2VIS quality while providing insightful reasoning steps to users.","1941-0506","","10.1109/TVCG.2025.3634645","NSF of China(grant numbers:62402409); Guangdong Basic and Applied Basic Research Foundation(grant numbers:2023A1515110545,2025A04J3935); Guangzhou-HKUST(GZ) Joint Funding Program(grant numbers:2025A03J3714); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11284783","Data visualization;automatic visualization;large language models","Data visualization;Cognition;Visualization;Translation;Pipelines;Closed box;Authoring systems;Transforms;Data analysis;Collaboration","","","","68","IEEE","8 Dec 2025","Jan. 2026","","IEEE","IEEE Journals"
"Natural Language-Driven Viewpoint Navigation for Volume Exploration via Semantic Block Representation","X. Zhao; J. Tao","School of Computer Science and Engineering, Sun Yat-sen University, China; School of Computer Science and Engineering, Sun Yat-sen University, China",IEEE Transactions on Visualization and Computer Graphics,"6 Feb 2026","2026","32","1","879","889","Exploring volumetric data is crucial for interpreting scientific datasets. However, selecting optimal viewpoints for effective navigation can be challenging, particularly for users without extensive domain expertise or familiarity with 3D navigation. In this paper, we propose a novel framework that leverages natural language interaction to enhance volumetric data exploration. Our approach encodes volumetric blocks to capture and differentiate underlying structures. It further incorporates a CLIP Score mechanism, which provides semantic information to the blocks to guide navigation. The navigation is empowered by a reinforcement learning framework that leverage these semantic cues to efficiently search for and identify desired viewpoints that align with the user's intent. The selected viewpoints are evaluated using CLIP Score to ensure that they best reflect the user queries. By automating viewpoint selection, our method improves the efficiency of volumetric data navigation and enhances the interpretability of complex scientific phenomena.","1941-0506","","10.1109/TVCG.2025.3634651","National Natural Science Foundation of China(grant numbers:62172456,62372484); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11273080","Volume rendering;Viewpoint navigation;Natural language interaction","Visualization;Navigation;Three-dimensional displays;Semantics;Data visualization;Rendering (computer graphics);Reinforcement learning;Natural languages;Transformers;Solid modeling","","","","43","IEEE","2 Dec 2025","Jan. 2026","","IEEE","IEEE Journals"
